Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
"Good Morning America Full Broadcast — Monday, December 2, 2024",https://www.youtube.com/watch?v=OuEDkxMNrIo,712,102330,130,"Gio Benitez shares new details in the Delta stowaway investigation; Dr. Deborah Gilboa shares tips for parents trying to maintain their kids’ behavior while visiting families with different standards; Lin-Manuel Miranda talks 'Mufasa: The Lion King'; and more on ABC’s Good Morning America.

Subscribe to ABC News on YouTube: https://abcnews.visitlink.me/59aJ1G

ABC News is your daily source of breaking national and world news, exclusive interviews and 24/7 live streaming coverage.

Download the ABC News app for the latest headlines and alerts: https://abcnews.go.com/devices

Watch 24/7 coverage of breaking news and live events on ABC News Live: https://www.youtube.com/watch?v=gN0PZCe-kwQ&ab_channel=ABCNews 

Watch full episodes of World News Tonight with David Muir here: https://youtube.com/playlist?list=PLQOa26lW-uI8ixlVw1NWu_l4Eh8iZW_qN&feature=shared 

Read ABC News reports online: http://abcnews.go.com

ABC News is the home to the #1 evening newscast “World News Tonight with David Muir,"" “Good Morning America,” “20/20,” “Nightline,” “This Week” with George Stephanopoulos, “ABC News Live Prime” with Linsey Davis, plus the daily news podcast “Start Here.”

Connect with ABC News on social media: 
WhatsApp: https://whatsapp.com/channel/0029VajTNakKWEKkXoAPIR11
Facebook: https://www.facebook.com/ABCNews 
Instagram: https://www.instagram.com/abcnews 
TikTok: https://www.tiktok.com/@abcnews 
X: https://twitter.com/ABC  
Threads: https://www.threads.net/@abcnews 
LinkedIn: https://www.linkedin.com/company/abcnews",2024-12-02T18:30:15Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
Aldis Hodge and Isaiah Mustafa React to Cross Season 1 | Cross | Prime Video,https://www.youtube.com/watch?v=cwLy-IBwOG0,466,10537,42,"Isaiah Mustafa and Aldis Hodge Aldis break down some of Cross's most pivotal scenes in season 1. Check it out and then watch the rest of the intensely thrilling new series, only on Prime Video.
 
» Watch Cross on Prime Video: https://amzn.to/3YF6qrG
» SUBSCRIBE: http://bit.ly/PrimeVideoSubscribe
 
About Cross: A Washington, D.C. crime drama that follows Alex Cross, a brilliant homicide detective, whose personal struggles threaten to derail his career and life. Based on the worldwide bestselling book series by James Patterson.
 
About Prime Video:
Want to watch it now? We’ve got it. This week’s newest movies, last night’s TV shows, classic favorites, and more are available to stream instantly, plus all your videos are stored in Your Video Library. Prime Video offers a variety of unique and captivating entertainment, including original series “The Boys,” “Invincible,” “Hazbin Hotel,” “The Summer I Turned Pretty,” and more.
 
Get More Prime Video: 
Stream Now: http://bit.ly/WatchMorePrimeVideo
Instagram: http://bit.ly/primevideoIG
TikTok: https://bit.ly/PrimeVideoTikTok
Facebook: http://bit.ly/PrimeVideoFB
X: http://bit.ly/PrimeVideoTW
 
Aldis Hodge and Isaiah Mustafa React to Cross Season 1 | Cross | Prime Video
https://youtu.be/cwLy-IBwOG0
 
Prime Video
https://www.youtube.com/PrimeVideo

#Cross #PrimeVideo",2024-11-25T23:00:24Z,UCQJWtTnAHhEG5w4uN0udnUQ,Prime Video
Family Secrets | The FBI Files | FD Crime,https://www.youtube.com/watch?v=6pZ985Z0khw,412,33460,14,"Family Secrets | The FBI Files | True Crime Documentary

Crime Sprees | The FBI Files: https://youtu.be/sAeQU12x9tU

In December 1994, Joann Katrinak and her 4-month-old son, Alex, mysteriously disappeared from their home. A new DNA technique ended the mystery, in one of the first cases of DNA being successfully used in a criminal investigation in the United States.

The FBI Files reveals the crime-busting techniques and forensic science used by the FBI to solve the most baffling cases. James Kallstrom, former head of the FBI's New York Office, hosts these true stories of crime and detection, taking you behind the scenes with re-enactments and interviews with actual participants. Join FBI agents as they work to bring the most notorious criminals to justice
▬▬▬▬▬▬▬▬▬
Subscribe FD Crime for free: https://bit.ly/FDCrime
Instagram: https://instagram.com/free.documentary/
Facebook: https://bit.ly/2QfRxbG
Twitter: https://bit.ly/2QlwRiI
▬▬▬▬▬▬▬▬▬
#Crime #Documentary #truecrimeinvestigation   #truecrimepodcast   #truecrime 
▬▬▬▬▬▬▬▬▬
FD Crime will take you across borders, hot on the heels of international criminals active in the world of finance,  and cybercrime. We look at cold cases, most-talked-about crimes, and shining a light into the shadows of national and international counter-intelligence. Free Documentary stands for high-quality documentaries visually and content-wise and FD Crime is the new kid on our block.",2024-11-29T14:01:07Z,UCQ-UEhur3z7Jn2lS25d5zzw,FD Crime
Inside the DC Mansion Murders (2015),https://www.youtube.com/watch?v=wfcN2iaE2vE,13918,1552574,1510,"CNN's Pamela Brown speaks with investigators and law enforcement officials about the dramatic story of the 2015 Washington, DC mansion murders that left four dead.  #CNN #News",2024-02-10T23:00:28Z,UCupvZG-5ko_eiXAupbDfxWw,CNN
Inside the DC Mansion Murder Victims&#39; Final Hours,https://www.youtube.com/watch?v=IB3u1v2XMiI,510,89146,91,"Part 2: The night began with a home invasion while the family and their housekeeper were at the mansion.

Watch More on http://abcnews.go.com/
SUBSCRIBE to ABC NEWS:
https://www.youtube.com/ABCNews/
LIKE ABC News on FACEBOOK
https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER:
https://twitter.com/abc
GOOD MORNING AMERICA'S HOMEPAGE:
https://gma.yahoo.com/",2015-06-13T09:04:21Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
"One killed, one hurt in Southeast DC convenience store shooting | NBC4 Washington",https://www.youtube.com/watch?v=BoWwxa0o2Zo,174,16458,42,"Police are searching for a suspect in a shooting at a convenience store in Southeast D.C. that left one person dead and another injured. News4's Paul Wagner reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-10-24T15:22:27Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Washington DC: From murder capital to boomtown - BBC News,https://www.youtube.com/watch?v=Gf1OMNWmR2o,895,117703,288,"Subscribe to BBC News www.youtube.com/bbcnews
A quarter of a century ago, Washington DC had a fearsome reputation for crack abuse and rampant gun violence - it was the ""murder capital"" of the US. But now, once-blighted neighbourhoods close to the centre of the capital are thriving.

The BBC's Bill McKenna explores the city.

Subscribe to BBC News HERE http://bit.ly/1rbfUog
Check out our website: http://www.bbc.com/news 
Facebook: http://www.facebook.com/bbcworldnews
Twitter: http://www.twitter.com/bbcworldnews
Instagram: http://instagram.com/bbcnews",2014-08-10T18:24:21Z,UC16niRr50-MSBwiO3YDb3RA,BBC News
Behind Closed Doors: The murder of Lauren Charles | FOX 5 DC,https://www.youtube.com/watch?v=wrfmar27lS0,17487,1350457,4096,"Two years ago, 40-year-old Lauren Charles was found brutally murdered inside her Kensington home. A bizarre 911 call and a common electronic device helped investigators crack the case and zero in on the person they say killed the beloved daughter and friend. Jacqueline Matter digs for answers in this FOX 5 true crime special. 
---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-08-13T19:33:01Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
DC police caught in crossfire outside Southeast gas station,https://www.youtube.com/watch?v=9wLsZR2PXbU,308,69210,242,"D.C. Police continue to investigate a shooting that involved a couple of its officers taking on gunfire after reporting to a shooting they heard outside of a Southeast gas station, according to the department in a statement.

Officers were already in the area of the 5000 block of Benning Road, Southeast, on April 9, and rushed to the scene after hearing gunshots. When officers arrived, they took on gunfire from people inside a grey Honda Accord, said the department.

The marked scout car that D.C. Police officers were driving was struck multiple times by people that fired shots from the gray Honda Accord, said the department.

No officers or citizens were injured in this shooting, according to D.C. Police.

An additional vehicle that was not involved in the shooting and a gas pump also was struck by gunfire, said police.

» Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2021-04-15T00:06:53Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
New details in Washington D.C. mansion murder,https://www.youtube.com/watch?v=E_zz6fOuUro,24,6603,21,Horrific new details in a quadruple murder at a mansion just blocks from the Vice President's home in Washington D.C. CNN's Pamela Brown reports.,2015-05-20T21:22:15Z,UCupvZG-5ko_eiXAupbDfxWw,CNN
3 dead in multiple DC shootings,https://www.youtube.com/watch?v=uoxncSc1c5c,143,16456,47,"It's been a violent start to the week in the District, as police investigate several shootings in just 24 hours. At least three people have been killed. FOX 5’s Melanie Alnwick has the latest.

DETAILS: https://tinyurl.com/ylutly69

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-08T10:02:13Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"DC crime: 11 shot, 2 dead in less than 24 hours",https://www.youtube.com/watch?v=LkrXst-EZwA,187,22662,135,"A surge in gun violence has left two people dead and nine others injured in less than 24 hours in Washington, D.C., and police are investigating to see if any of those shooting are connected.

DETAILS: https://tinyurl.com/2c4g5o7x

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-07-25T11:22:20Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Two Men Arrested in DC Murder of Memphis Rapper | NBC4 Washington,https://www.youtube.com/watch?v=jdEypBZLIeQ,392,79308,110,"Police are offering a reward of up to $25,000 for information. News4’s Jackie Bensen reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C., the country’s seventh largest television market. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW NBC4 WASHINGTON
Instagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67

VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/

WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2022-03-03T22:24:17Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
DC Police search for suspect in homicide case,https://www.youtube.com/watch?v=H3Au26Fws64,8,1709,6,"Police are searching for a suspect connected to a shooting that happened in September in Southeast, D.C.",2023-10-15T03:21:37Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Forensic Factor: Police Hunt Sniper Who Brought 23 Days of Terror to DC (S4, E2) | Full Episode",https://www.youtube.com/watch?v=3HG9r8hJv_4,5892,701458,468,"For 23 days in October 2002, a sniper terrorized the Washington DC area, shooting 13 people & killing 10. Police mounted one of the largest investigations in American history to catch the men behind the attack, in Season 4, Episode 2, ""Washington Sniper.""

#ForensicFactor
  
Subscribe for more from Forensic Factor and other great A&E shows:
http://aetv.us/subscribe_ae
  
Check out exclusive A&E content:
Website - http://www.aetv.com/
Facebook - https://www.facebook.com/AETV
Twitter - https://twitter.com/AETV""

A&E® leads the cultural conversation through high-quality, thought provoking original programming with a unique point of view. Whether it's the network's distinctive brand of award-winning disruptive reality or groundbreaking documentary, A&E makes entertainment an art form. Visit us at aetv.com for more info.",2023-07-08T22:00:02Z,UCNIFiHaLZkYASaWDdkC1njg,A&E
